what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292398904
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292401810
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292406357
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1279292406404
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292407810
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292436732
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1279292436857
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1279292438888
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292440045
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292451998
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292469154
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292472404
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292474013
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292474763
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1279292474888
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292477467
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292490826
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1279292492123
started,bundle,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare",1279292492717
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.closeProject",1279292496623
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292496920
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292497076
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1279292497248
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292498701
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292500748
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.newWizard",1279292500748
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292502873
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292526576
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292530717
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292540935
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1279292541123
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1279292541170
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292555842
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292559810
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292566373
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292573701
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1279292576904
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292586451
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292586623
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292586779
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292587248
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292592654
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292593810
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292594623
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292595717
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1279292598451
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292599998
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292600154
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1279292610404
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292611873
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292614154
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292625826
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1279292627107
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292631951
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292632045
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1279292634732
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292641810
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292642326
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1279292645357
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1279292648638
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292651154
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292657498
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1279292658357
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292661013
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292664154
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292664357
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292664513
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292664842
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1279292666826
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292670826
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1279292673545
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292677810
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292680592
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1279292681857
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292695623
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292698560
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292701326
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292702592
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292703638
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292717045
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292723170
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1279292730951
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292737904
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292738326
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1279292746482
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292749998
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1279292752623
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292757092
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292761763
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1279292762592
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1279292767138
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1279292768920
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1279292771685
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292774029
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292774842
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292777701
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292779263
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292779998
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292780560
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292781654
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292783576
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1279292790388
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1279292808123
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292809701
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292813982
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1279292816279
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1279292819388
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292823842
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1279292828092
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292830920
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292831092
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1279292833154
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292835638
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292839795
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292842029
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292846873
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1279292847982
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1279292849435
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292850310
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1279292860420
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1279292863857
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292868576
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292868748
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1279292942857
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1279292951467
no handler,command,org.eclipse.datatools.sqltools.result.ui,,"org.eclipse.datatools.sqltools.result.removeAllInstances",1279292953138
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1279292953170
no handler,command,org.eclipse.datatools.sqltools.result.ui,,"org.eclipse.datatools.sqltools.result.removeAllInstances",1279292954138
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1279292956201
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1279292958810
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1279292961654
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1279292962029
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292962279
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292962545
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1279292962826
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1279292964342
